City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
380,Villa Florida,PY,2022-10-02 23:06:32,-26.3833,-57.15,65.26,60,0,5.03
381,Chapais,CA,2022-10-02 23:02:46,49.7834,-74.8492,36.7,60,34,4.0
382,Diego De Almagro,CL,2022-10-02 23:06:32,-26.3667,-70.05,66.29,25,0,4.79
383,Pentecoste,BR,2022-10-02 23:04:11,-3.7928,-39.2703,76.89,68,19,7.36
384,Olafsvik,IS,2022-10-02 23:06:33,64.8945,-23.7142,49.23,87,99,17.36
385,Sinnai,IT,2022-10-02 23:06:33,39.3042,9.2036,69.51,77,0,9.22
386,Bac Lieu,VN,2022-10-02 23:06:33,9.285,105.7244,77.31,85,100,5.77
387,Comodoro Rivadavia,AR,2022-10-02 23:06:34,-45.8667,-67.5,49.86,71,0,17.27
388,Lao Cai,VN,2022-10-02 23:06:34,22.4833,103.95,73.51,100,98,0.43
389,Nanortalik,GL,2022-10-02 23:06:34,60.1432,-45.2371,37.08,83,40,11.39
390,Teknaf,BD,2022-10-02 23:06:35,20.8624,92.3058,77.52,93,100,11.39
391,Verkhnevilyuysk,RU,2022-10-02 23:06:35,63.4453,120.3167,23.92,92,77,2.13
392,Artyom,AZ,2022-10-02 23:06:35,40.4723,50.333,73.54,65,8,22.7
393,Teguldet,RU,2022-10-02 23:06:36,57.3064,88.1667,24.82,91,36,1.9
394,San Marcos,US,2022-10-02 23:03:28,33.1434,-117.1661,82.9,69,75,11.5
395,Taylorville,US,2022-10-02 23:06:36,39.5489,-89.2945,73.38,40,0,9.22
396,Bonthe,SL,2022-10-02 23:06:36,7.5264,-12.505,76.26,90,100,8.25
397,Gizo,SB,2022-10-02 23:06:37,-8.103,156.8419,83.28,70,78,3.13
398,Beziers,FR,2022-10-02 23:06:37,43.3476,3.219,65.68,68,0,8.05
399,Weymouth,US,2022-10-02 23:06:37,42.2209,-70.9398,53.01,62,75,18.41
400,Utiel,ES,2022-10-02 23:03:34,39.5667,-1.2,62.83,40,48,3.58
401,Esperance,AU,2022-10-02 23:06:38,-33.8667,121.9,54.52,78,82,17.74
402,Margate,GB,2022-10-02 23:02:21,51.3813,1.3862,52.3,62,3,3.44
403,Albanel,CA,2022-10-02 23:06:38,48.8832,-72.4487,40.75,55,1,3.94
404,Teguise,ES,2022-10-02 23:01:46,29.0605,-13.564,70.02,83,20,9.22
405,Terre-De-Bas,GP,2022-10-02 23:06:38,15.8501,-61.6442,76.51,74,55,12.21
406,Ambilobe,MG,2022-10-02 23:06:39,-13.2,49.05,63.95,77,2,3.96
407,Misratah,LY,2022-10-02 23:06:39,32.3754,15.0925,74.89,65,0,12.55
408,Taltal,CL,2022-10-02 23:06:39,-25.4,-70.4833,60.22,74,27,4.27
409,Vestmanna,FO,2022-10-02 23:06:39,62.1564,-7.1664,50.92,93,100,14.97
410,Paamiut,GL,2022-10-02 23:03:17,61.994,-49.6678,36.55,71,27,14.0
411,Bafra,TR,2022-10-02 23:06:40,41.5678,35.9069,65.82,83,96,15.59
412,Olavarria,AR,2022-10-02 23:05:54,-36.8927,-60.3225,60.71,30,56,15.52
413,Kupang,ID,2022-10-02 23:07:40,-10.1667,123.5833,81.43,75,24,6.2
414,Swan Hill,AU,2022-10-02 23:07:40,-35.3378,143.5544,60.19,56,100,6.73
415,Acapulco,MX,2022-10-02 23:07:41,16.8634,-99.8901,84.02,65,20,6.91
416,Tazovskiy,RU,2022-10-02 23:07:41,67.4667,78.7,32.27,97,100,13.22
417,Mount Gambier,AU,2022-10-02 23:07:41,-37.8333,140.7667,58.55,71,91,3.56
418,Arlit,NE,2022-10-02 23:07:42,18.7369,7.3853,93.13,11,0,13.53
419,Ekhabi,RU,2022-10-02 23:07:42,53.5102,142.9671,47.28,87,100,9.64
420,Luderitz,NA,2022-10-02 23:07:42,-26.6481,15.1594,58.19,77,0,13.6
421,Puerto Narino,CO,2022-10-02 23:07:42,-3.7703,-70.3831,73.6,96,93,1.57
422,Kudahuvadhoo,MV,2022-10-02 23:07:43,2.6708,72.8944,81.3,75,100,17.4
423,Pangnirtung,CA,2022-10-02 23:07:43,66.1451,-65.7125,30.83,59,1,3.29
424,Metro,ID,2022-10-02 23:07:43,-5.1131,105.3067,73.29,91,100,4.03
425,Mitchell,US,2022-10-02 23:07:44,43.7094,-98.0298,81.1,23,0,18.41
426,Arica,CL,2022-10-02 23:03:31,-18.475,-70.3042,60.46,80,30,3.76
427,Klaksvik,FO,2022-10-02 23:03:11,62.2266,-6.589,52.72,90,30,19.75
428,Santa Margherita Ligure,IT,2022-10-02 23:07:44,44.3346,9.212,67.75,89,46,1.99
429,Mumford,GH,2022-10-02 23:07:44,5.2618,-0.759,75.69,90,38,6.49
430,Lianzhou,CN,2022-10-02 23:07:45,24.7811,112.3825,75.25,89,0,1.63
431,Homer,US,2022-10-02 23:07:45,59.6425,-151.5483,53.47,85,100,5.75
432,Izhma,RU,2022-10-02 23:07:45,65.0083,53.9113,42.03,99,100,1.83
433,San Cristobal,VE,2022-10-02 23:07:45,7.7669,-72.225,75.38,87,81,3.27
434,Jalu,LY,2022-10-02 23:05:46,29.0331,21.5482,79.75,42,0,16.91
435,Skegness,GB,2022-10-02 23:07:46,53.1436,0.3363,54.05,78,10,7.78
436,Frederikshavn,DK,2022-10-02 23:07:46,57.4407,10.5366,53.28,83,7,14.61
437,Palmer,US,2022-10-02 23:04:24,42.1584,-72.3287,51.42,61,75,6.91
438,Kirya,TZ,2022-10-02 23:07:47,-3.9167,37.4833,66.61,75,61,7.81
439,Namatanai,PG,2022-10-02 23:07:47,-3.6667,152.4333,85.01,63,8,6.53
440,Challapata,BO,2022-10-02 23:07:47,-18.9,-66.7667,50.74,58,65,8.95
441,Sokolo,ML,2022-10-02 23:07:47,14.7328,-6.1219,82.13,62,35,7.7
442,San Vicente,AR,2022-10-02 23:07:48,-26.6167,-54.1333,58.66,82,15,4.14
443,Gigmoto,PH,2022-10-02 23:07:48,13.7796,124.39,81.86,81,100,4.94
444,Paracuru,BR,2022-10-02 23:03:41,-3.41,-39.0306,80.11,79,10,13.22
445,Eirunepe,BR,2022-10-02 23:07:48,-6.6603,-69.8736,73.2,95,91,1.43
446,Srednekolymsk,RU,2022-10-02 23:05:03,67.45,153.6833,25.93,79,96,2.35
447,Daru,PG,2022-10-02 23:07:49,-9.0763,143.2092,81.27,84,86,11.99
448,Husavik,IS,2022-10-02 23:03:13,66.0449,-17.3389,43.59,83,80,9.48
449,Kalakamati,BW,2022-10-02 23:07:49,-20.5929,27.3121,69.12,22,0,9.86
450,Riorges,FR,2022-10-02 23:07:50,46.0418,4.0497,58.44,86,15,2.42
451,Umuahia,NG,2022-10-02 23:07:50,5.5263,7.4896,71.58,97,97,2.89
452,Valentin Gomez Farias,MX,2022-10-02 23:07:50,28.2167,-106.5833,72.88,39,43,11.92
453,Sterling,US,2022-10-02 23:03:15,39.0062,-77.4286,55.22,93,100,13.0
454,Saint-Pierre,RE,2022-10-02 23:07:50,-21.3393,55.4781,65.88,68,0,6.91
455,Jacarau,BR,2022-10-02 23:07:51,-6.6122,-35.2928,70.03,87,25,6.64
456,Hofn,IS,2022-10-02 23:07:51,64.2539,-15.2082,46.54,73,98,3.22
457,Grand Gaube,MU,2022-10-02 23:04:29,-20.0064,57.6608,71.38,65,45,3.0
458,Volga,RU,2022-10-02 23:07:51,57.9516,38.3879,45.61,95,100,7.87
459,Yangjiang,CN,2022-10-02 23:08:52,21.85,111.9667,76.75,95,39,4.79
460,Seymchan,RU,2022-10-02 23:08:52,62.8833,152.4333,22.96,88,94,3.83
461,Fria,GN,2022-10-02 23:08:52,10.4167,-13.5833,73.22,96,97,0.94
462,Tshikapa,CD,2022-10-02 23:08:53,-6.4167,20.8,70.25,87,91,2.75
463,Mitsamiouli,KM,2022-10-02 23:07:40,-11.3847,43.2844,73.83,75,0,3.0
464,Shuangyang,CN,2022-10-02 23:05:19,43.5242,125.6736,53.82,84,100,10.47
465,Pudozh,RU,2022-10-02 23:08:53,61.8099,36.5345,41.88,83,100,4.21
466,Den Helder,NL,2022-10-02 23:08:53,52.9599,4.7593,58.98,75,20,8.01
467,Spokane,US,2022-10-02 23:06:09,47.6166,-117.3677,79.2,36,0,5.75
468,Stornoway,GB,2022-10-02 23:08:54,58.2093,-6.3865,55.36,85,100,8.05
469,Pangody,RU,2022-10-02 23:08:54,65.85,74.4859,33.57,74,100,14.07
470,Privolnyy,RU,2022-10-02 23:08:54,44.0998,46.6587,70.56,56,95,28.7
471,Barranca,PE,2022-10-02 23:08:55,-10.75,-77.7667,62.38,82,40,8.46
472,Matara,LK,2022-10-02 23:08:55,5.9485,80.5353,78.26,84,96,17.92
473,Merauke,ID,2022-10-02 23:08:55,-8.4667,140.3333,80.85,82,62,10.02
474,Opuwo,NA,2022-10-02 23:08:56,-18.0607,13.84,72.82,23,0,2.1
475,Swellendam,ZA,2022-10-02 23:08:56,-34.0226,20.4417,54.54,94,1,0.87
476,Kristiinankaupunki,FI,2022-10-02 23:08:56,62.2743,21.376,46.33,87,100,5.1
477,Luanda,AO,2022-10-02 23:08:57,-8.8368,13.2343,73.4,94,20,6.91
478,Miechow,PL,2022-10-02 23:08:57,50.3565,20.0279,50.59,91,73,14.94
479,Komsomolskiy,UZ,2022-10-02 23:08:57,40.4272,71.7189,56.12,100,6,4.61
480,Taloqan,AF,2022-10-02 23:08:58,36.7361,69.5345,57.81,31,50,5.21
481,Lafiagi,NG,2022-10-02 23:08:58,8.8667,5.4167,74.91,88,33,2.86
482,Saint-Michel-Des-Saints,CA,2022-10-02 23:04:24,46.6834,-73.9159,41.94,60,0,2.46
483,Utinga,BR,2022-10-02 23:08:58,-5.8172,-35.3954,76.05,83,20,5.75
484,Pasighat,IN,2022-10-02 23:08:59,28.0667,95.3333,75.38,89,100,2.86
485,Weatherford,US,2022-10-02 23:06:20,32.7593,-97.7972,83.12,29,0,3.0
486,Biograd Na Moru,HR,2022-10-02 23:08:59,43.9433,15.4519,63.3,74,33,2.59
487,Leningradskiy,RU,2022-10-02 23:08:59,69.3833,178.4167,28.6,80,100,2.15
488,Faisalabad,PK,2022-10-02 23:09:00,31.4167,73.0833,78.1,35,0,0.74
489,Rawdon,CA,2022-10-02 23:09:00,46.0501,-73.7159,48.13,60,51,3.96
490,Lyubim,RU,2022-10-02 23:09:00,58.3625,40.6843,45.55,97,100,4.29
491,Sinnamary,GF,2022-10-02 23:09:01,5.3833,-52.95,80.33,85,97,9.33
492,Herat,AF,2022-10-02 23:09:01,34.5,62.0,54.21,32,0,8.57
493,Avera,US,2022-10-02 23:09:01,33.194,-82.5271,73.45,55,40,8.08
494,Lundazi,ZM,2022-10-02 23:09:02,-12.2929,33.1782,65.68,44,0,7.25
495,Karratha,AU,2022-10-02 23:09:02,-20.7377,116.8463,73.29,54,18,11.14
496,Ilinskiy,RU,2022-10-02 23:09:02,55.619,38.1182,57.54,94,75,11.18
497,Ondarroa,ES,2022-10-02 23:09:03,43.3167,-2.4167,61.7,93,100,3.02
498,Mount Isa,AU,2022-10-02 23:07:40,-20.7333,139.5,80.37,26,100,3.44
499,Estelle,US,2022-10-02 23:09:03,29.8458,-90.1067,82.99,37,0,4.61
500,Tolaga Bay,NZ,2022-10-02 23:09:03,-38.3667,178.3,61.72,85,63,5.86
501,Port Hardy,CA,2022-10-02 23:09:04,50.6996,-127.4199,61.34,85,32,7.23
502,Katsuura,JP,2022-10-02 23:09:04,35.1333,140.3,74.1,69,83,8.66
503,Beloha,MG,2022-10-02 23:07:20,-25.1667,45.05,67.26,72,0,5.14
504,Pombas,CV,2022-10-02 23:10:04,17.1503,-25.0201,74.98,61,49,9.15
505,Conceicao Da Barra,BR,2022-10-02 23:10:05,-18.5933,-39.7322,73.99,84,9,10.85
506,Barentu,ER,2022-10-02 23:10:05,15.1139,37.5928,76.98,43,27,5.28
507,Anisoc,GQ,2022-10-02 23:10:05,1.8658,10.7689,67.73,99,100,1.9
508,Prigorodka,RU,2022-10-02 23:10:06,52.0447,39.7124,60.8,75,100,20.47
509,Camocim,BR,2022-10-02 23:10:06,-2.9022,-40.8411,78.12,79,4,18.43
510,Bizhbulyak,RU,2022-10-02 23:10:06,53.6967,54.2642,50.83,44,100,14.74
511,Chicaman,GT,2022-10-02 23:10:07,15.4,-90.7667,65.52,95,82,3.58
512,Ushumun,RU,2022-10-02 23:10:07,52.7833,126.5333,28.51,55,0,11.74
513,Chase,CA,2022-10-02 23:10:07,50.8165,-119.6857,79.32,34,0,0.83
514,Geraldton,AU,2022-10-02 23:10:07,-28.7667,114.6,55.81,76,79,17.27
515,Isangel,VU,2022-10-02 23:10:08,-19.55,169.2667,80.04,72,21,10.31
516,Palmerston,AU,2022-10-02 23:10:08,-12.486,130.9833,84.92,81,0,4.61
517,Lasa,IT,2022-10-02 23:10:08,46.6166,10.7002,45.7,93,34,7.67
518,El Vigia,VE,2022-10-02 23:10:09,8.6219,-71.6506,79.83,77,86,3.18
519,Tulsipur,NP,2022-10-02 23:10:09,28.131,82.2973,70.79,74,0,4.5
520,Kangaba,ML,2022-10-02 23:10:09,11.9333,-8.4167,73.02,93,94,4.54
521,Pangai,TO,2022-10-02 23:07:19,-19.8,-174.35,76.87,73,55,21.39
522,Umm Kaddadah,SD,2022-10-02 23:10:10,13.6017,26.6876,86.72,42,65,11.99
523,Sabang,ID,2022-10-02 23:10:10,5.8933,95.3214,81.28,76,96,21.27
524,Bongandanga,CD,2022-10-02 23:10:10,1.5,21.05,67.39,99,100,1.72
525,Amahai,ID,2022-10-02 23:10:10,-3.3333,128.9167,80.37,77,67,1.81
526,Manavgat,TR,2022-10-02 23:10:11,36.7867,31.4431,76.53,72,0,9.78
527,Chicama,PE,2022-10-02 23:10:11,-7.8447,-79.1469,57.74,74,28,6.91
528,Jardim,BR,2022-10-02 23:10:12,-21.4803,-56.1381,72.48,74,14,5.14
529,Corn Island,NI,2022-10-02 23:10:12,12.1694,-83.0418,82.22,71,100,7.16
530,Honningsvag,NO,2022-10-02 23:10:12,70.9821,25.9704,40.75,81,100,2.3
531,Mackay,AU,2022-10-02 23:10:13,-21.15,149.2,76.68,74,89,12.68
532,Santa Elena,EC,2022-10-02 23:10:13,-2.2333,-80.85,67.55,83,100,8.05
533,Omboue,GA,2022-10-02 23:10:13,-1.5746,9.2618,75.88,89,100,5.21
534,Bushehr,IR,2022-10-02 23:10:13,28.9684,50.8385,84.69,68,0,8.88
535,Kyenjojo,UG,2022-10-02 23:09:18,0.6328,30.6214,59.81,98,79,2.01
536,Sibolga,ID,2022-10-02 23:10:14,1.7427,98.7792,74.34,90,100,2.37
537,Vadso,NO,2022-10-02 23:10:14,70.0744,29.7487,41.88,93,75,2.3
538,Menongue,AO,2022-10-02 23:05:42,-14.6585,17.691,65.61,29,52,3.76
539,Bereda,ES,2022-10-02 23:10:15,43.2686,-7.5406,59.14,100,100,2.82
540,Strizhi,RU,2022-10-02 23:10:15,58.4576,49.2867,54.34,97,95,6.06
541,Mulanje,MW,2022-10-02 23:10:15,-16.0316,35.5,70.32,59,0,4.85
542,Santiago Del Estero,AR,2022-10-02 23:10:16,-27.7951,-64.2615,75.88,29,0,7.72
543,Sainte-Marie,RE,2022-10-02 23:10:16,-20.8968,55.5496,69.93,64,100,10.36
544,Seoul,KR,2022-10-02 23:09:14,37.5683,126.9778,71.04,98,100,2.01
545,Zarinsk,RU,2022-10-02 23:10:17,53.7074,84.9493,27.27,86,12,5.86
546,El Sauzal,MX,2022-10-02 23:10:17,31.9,-116.6833,71.42,74,6,10.36
547,Owatonna,US,2022-10-02 23:10:17,44.0839,-93.226,72.72,38,0,4.61
548,Boyabat,TR,2022-10-02 23:10:17,41.4689,34.7667,59.63,79,60,4.94
549,Kouroussa,GN,2022-10-02 23:10:18,10.65,-9.8833,71.37,94,77,1.12
550,Biu,NG,2022-10-02 23:11:18,10.6129,12.1946,71.62,88,92,9.06
551,Kulachi,PK,2022-10-02 23:08:18,31.9286,70.4592,83.98,38,0,5.08
552,Alekseyevsk,RU,2022-10-02 23:11:19,57.8406,108.3492,29.39,92,100,6.69
553,Telimele,GN,2022-10-02 23:11:19,10.9167,-13.3333,70.65,95,97,0.09
554,Wanxian,CN,2022-10-02 23:11:19,30.8039,108.3897,77.65,77,38,3.71
555,Douglas,US,2022-10-02 23:09:12,41.3,-96.167,78.73,34,0,9.22
556,Dudinka,RU,2022-10-02 23:11:19,69.4058,86.1778,31.62,95,100,17.2
557,Maniitsoq,GL,2022-10-02 23:11:20,65.4167,-52.9,35.47,63,86,3.71
558,Burgeo,CA,2022-10-02 23:11:20,47.6167,-57.6152,44.11,63,100,14.94
559,Lukovetskiy,RU,2022-10-02 23:11:20,64.2956,41.9211,40.91,90,100,4.72
560,Imelda,PH,2022-10-02 23:11:21,7.65,123.95,79.77,85,100,2.75
561,Palauig,PH,2022-10-02 23:11:21,15.435,119.9045,81.72,71,99,3.27
562,Carutapera,BR,2022-10-02 23:11:21,-1.195,-46.02,79.43,80,51,9.1
563,Tromso,NO,2022-10-02 23:11:21,69.6496,18.957,37.38,93,40,2.3
564,Bethanien,NA,2022-10-02 23:11:22,-26.502,17.1583,69.08,24,0,3.49
565,Kargasok,RU,2022-10-02 23:11:22,59.0556,80.8572,26.98,84,48,5.97
566,Zuwarah,LY,2022-10-02 23:11:22,32.9312,12.082,72.81,66,0,3.06
567,Padang,ID,2022-10-02 23:11:23,-0.9492,100.3543,76.01,91,97,3.31
568,Wana,PK,2022-10-02 23:11:23,32.2989,69.5725,68.5,51,0,3.06
569,Sabha,LY,2022-10-02 23:11:23,27.0377,14.4283,81.19,47,0,17.09
570,Escarcega,MX,2022-10-02 23:11:24,18.6089,-90.7454,81.36,57,62,6.38
571,Katuli,PH,2022-10-02 23:11:24,7.4333,124.2167,76.68,86,100,3.18
